feature,importance
tfidf_tale,38.7703742980957
tfidf_having,34.870521545410156
company_Queens Of Combat,34.14554214477539
tfidf_based,30.615129470825195
tfidf_include,28.18511962890625
cast_Sean White,27.56494140625
tfidf_legendary,27.357637405395508
tfidf_follows,27.035219192504883
cast_Taylor Nikides,26.795433044433594
genre_Drama,26.72772979736328
cast_Kiera Hogan,26.090240478515625
cast_Alex R. Wagner,25.26955795288086
tfidf_understanding,23.84674072265625
tfidf_son,23.446002960205078
cast_Zachary Onciul,23.3221435546875
cast_Samantha Onciul,22.513469696044922
tfidf_bag,22.474395751953125
tfidf_main,21.955175399780273
tfidf_order,21.741275787353516
lang_bn,20.086444854736328
tfidf_action,20.067426681518555
tfidf_heist,19.636049270629883
company_fajr,19.600830078125
tfidf_christian,19.553930282592773
tfidf_sea,19.22789192199707
tfidf_relationships,19.039695739746094
tfidf_island,19.01125144958496
tfidf_person,18.722801208496094
tfidf_line,18.481201171875
tfidf_rise,18.3990535736084
cast_Humayun Saeed,18.232215881347656
tfidf_captain,17.731212615966797
cast_Savannah Evans,17.691205978393555
vote_count,17.58448600769043
tfidf_governor,17.29035186767578
tfidf_hands,17.15069580078125
tfidf_brave,16.894731521606445
cast_Nicholas Onciul,16.80155372619629
cast_Mary Astor,16.6485595703125
cast_Elizabeth Chihaia,15.928435325622559
tfidf_12,15.799762725830078
cast_Hamza Ali Abbasi,15.779827117919922
cast_Christina Kardooni,15.618476867675781
tfidf_walk,15.599736213684082
cast_Dmitriy Sharakois,15.469947814941406
tfidf_audience,15.272351264953613
cast_Dick Justice,15.263147354125977
tfidf_held,15.240537643432617
company_Col Spector,15.114105224609375
tfidf_companies,14.490439414978027
tfidf_wife,14.251081466674805
tfidf_dreams,13.721487998962402
tfidf_events,13.481612205505371
lang_te,13.41862964630127
lang_ur,12.965767860412598
cast_Mikhail Efremov,12.963263511657715
tfidf_annual,12.803634643554688
cast_Bikramjeet Kanwarpal,12.803421020507812
tfidf_musical,12.62579345703125
tfidf_tells,12.288355827331543
tfidf_match,12.206355094909668
company_Ringling College of Art + Design,12.054168701171875
tfidf_love,12.048324584960938
tfidf_best,11.874625205993652
cast_Farhan Ally Agha,11.845951080322266
tfidf_lack,11.803666114807129
company_CT ROAD Entertainment,11.735459327697754
tfidf_city,11.667254447937012
tfidf_16,11.52046012878418
tfidf_families,11.420747756958008
company_Kemal Film,11.346929550170898
cast_Adolphe Menjou,11.251102447509766
tfidf_company,11.092995643615723
tfidf_passed,10.989364624023438
tfidf_pakistan,10.804094314575195
company_Eskay Movies,10.624143600463867
tfidf_avenge,10.547971725463867
cast_Olivia Hasler,10.472909927368164
tfidf_unemployed,10.432464599609375
company_Dhudiya Entertainment,10.355064392089844
cast_Jenny Yokobori,10.333072662353516
tfidf_screen,10.193181991577148
tfidf_adventures,10.177789688110352
tfidf_characters,9.995187759399414
company_Mystery Forest,9.982478141784668
tfidf_turkey,9.957679748535156
cast_Shafqat Cheema,9.944820404052734
company_Driving With Our Eyes Shut,9.932207107543945
tfidf_ring,9.910579681396484
lang_ml,9.892550468444824
cast_Ivan Rudskoi,9.877949714660645
company_TOCCU,9.831174850463867
tfidf_falls,9.830711364746094
tfidf_wrestling,9.766349792480469
cast_Glenn Berggoetz,9.678524017333984
company_C47 Productions,9.618606567382812
genre_Animation,9.516996383666992
cast_Atıf Kaptan,9.493878364562988
tfidf_concert,9.427139282226562
tfidf_event,9.391744613647461
company_GK Studio Productions,9.383234977722168
tfidf_stand,9.33692741394043
tfidf_blood,9.333157539367676
tfidf_songs,9.296614646911621
cast_Patrick Pinney,9.197404861450195
company_Пиманов и партнеры,9.133881568908691
tfidf_worst,9.098709106445312
tfidf_lover,9.091461181640625
tfidf_party,9.059618949890137
tfidf_decided,8.946911811828613
tfidf_better,8.937433242797852
company_T,8.81748104095459
cast_Gianfranco Brero,8.754029273986816
company_Polygram Music Video,8.744930267333984
tfidf_award,8.724019050598145
cast_Ararat Keshchyan,8.570664405822754
tfidf_debut,8.562209129333496
lang_es,8.534939765930176
tfidf_tv,8.508573532104492
tfidf_students,8.373563766479492
tfidf_law,8.34945011138916
cast_Amruta Khanvilkar,8.34179401397705
tfidf_army,8.305785179138184
tfidf_taking,8.299633026123047
tfidf_begins,8.285754203796387
tfidf_free,8.041729927062988
tfidf_computer,8.01270866394043
tfidf_queens,7.860073089599609
tfidf_russian,7.80281925201416
company_Áralan Films S.L.,7.706571578979492
cast_Surveen Chawla,7.692655086517334
tfidf_vs,7.6709794998168945
cast_Harry C. Bradley,7.668168067932129
tfidf_major,7.663103103637695
tfidf_incredible,7.65152645111084
tfidf_90s,7.574491500854492
tfidf_documentary,7.547100067138672
tfidf_play,7.541791915893555
genre_Documentary,7.5118937492370605
genre_Horror,7.479074478149414
company_Movistar+,7.475427627563477
tfidf_really,7.40860652923584
tfidf_achieve,7.386728286743164
tfidf_turning,7.373360633850098
tfidf_popular,7.361595630645752
lang_en,7.346818923950195
tfidf_sleeping,7.305056095123291
tfidf_pro,7.291743755340576
tfidf_thoughts,7.266378402709961
company_Films Amérique,7.1856842041015625
tfidf_detroit,7.184952735900879
tfidf_stage,7.164710998535156
cast_Mike Dopud,7.161162853240967
tfidf_advice,6.989747047424316
tfidf_track,6.9809393882751465
tfidf_raj,6.890430450439453
cast_Chelsea Anne Green,6.856328010559082
tfidf_comedy,6.80441427230835
tfidf_murdered,6.784176349639893
tfidf_beach,6.770777225494385
cast_Mikhail Galustyan,6.765822887420654
tfidf_control,6.760326862335205
company_Boll Kino Beteiligungs GmbH & Co. KG,6.759291648864746
tfidf_begin,6.740940093994141
runtime,6.646854877471924
company_Brightlight Pictures,6.6212477684021
tfidf_music,6.614135265350342
tfidf_manager,6.610831260681152
cast_Lenny Venito,6.5891571044921875
tfidf_inside,6.584065914154053
cast_Joju George,6.554230690002441
lang_hi,6.4546966552734375
tfidf_america,6.431901454925537
tfidf_marital,6.429452896118164
tfidf_wish,6.423513889312744
company_Nu Wave Films,6.3548197746276855
tfidf_trying,6.308257579803467
tfidf_filmed,6.283872604370117
tfidf_deep,6.230491638183594
company_Horse Native Productions,6.216712951660156
tfidf_biggest,6.157731533050537
tfidf_known,6.132813930511475
tfidf_tradition,6.125865936279297
tfidf_stole,6.121899604797363
cast_Randall Duk Kim,6.076838970184326
company_DreamWE Entertainment,6.074283123016357
cast_Koichi Ueda,6.058259963989258
cast_Callee Wilkerson,6.0209245681762695
tfidf_realizes,5.995334148406982
cast_Musthafa,5.970644950866699
cast_Hana Kimura,5.962361812591553
cast_Christine Baranski,5.952238082885742
cast_Netri Trivedi,5.952110290527344
tfidf_famous,5.907558441162109
cast_John Hawkes,5.8835906982421875
tfidf_code,5.854228496551514
company_Eel Sauce Productions,5.847938537597656
tfidf_robot,5.837547302246094
tfidf_thrown,5.836577415466309
cast_Pavel Kraynov,5.822436332702637
tfidf_announced,5.786744117736816
lang_ru,5.778166770935059
tfidf_guys,5.7740044593811035
genre_Western,5.7602105140686035
cast_Marina Malota,5.747601509094238
tfidf_hometown,5.714951038360596
tfidf_child,5.713850498199463
tfidf_youngsters,5.698380470275879
cast_Meghna Haldar,5.691929817199707
tfidf_loves,5.670985221862793
cast_David Landgrave Romo,5.661907196044922
cast_Kangana Ranaut,5.650636196136475
lang_pa,5.630795001983643
tfidf_singer,5.579411029815674
tfidf_recorded,5.575648784637451
tfidf_nina,5.574784755706787
tfidf_competition,5.570247650146484
tfidf_unfolds,5.538602828979492
cast_Daniel,5.531091690063477
tfidf_win,5.495645999908447
company_Halo ONE productions,5.49332857131958
company_Chloe Productions,5.46472692489624
tfidf_destruction,5.458355903625488
tfidf_decides,5.438479423522949
tfidf_goa,5.403425216674805
tfidf_return,5.387722492218018
tfidf_iran,5.387084484100342
genre_Music,5.352061748504639
tfidf_strangers,5.347743034362793
tfidf_kong,5.340975284576416
cast_won,5.320613861083984
tfidf_returns,5.313539981842041
company_K,5.2987060546875
tfidf_girl,5.292115688323975
tfidf_faces,5.277619361877441
tfidf_nights,5.268976211547852
tfidf_prostitute,5.266214370727539
tfidf_lucky,5.2485785484313965
cast_Christian Hecq,5.240547180175781
tfidf_revolves,5.223955154418945
tfidf_extra,5.201128959655762
tfidf_reputation,5.181528091430664
tfidf_complete,5.167861461639404
cast_Kim Basinger,5.16270637512207
tfidf_college,5.144142150878906
lang_ja,5.142708778381348
cast_Houman Seyyedi,5.127457141876221
company_Pouya Film,5.110036373138428
company_Parcstar Assembly,5.0771331787109375
tfidf_2017,5.063257694244385
tfidf_hollywood,5.058369159698486
company_Sunday Morning Records,5.053929805755615
lang_uk,5.032529830932617
lang_ko,5.023871898651123
tfidf_deal,5.007325172424316
cast_Will Sanderson,5.006991863250732
cast_Dana Seltzer,4.98494291305542
tfidf_gold,4.98077917098999
company_Famous Studios,4.969418048858643
tfidf_story,4.9534592628479
cast_Nikki Addams,4.9471259117126465
cast_Suresh Krishna,4.9414472579956055
tfidf_scientist,4.934625148773193
tfidf_fun,4.9274396896362305
tfidf_university,4.891064167022705
tfidf_got,4.875484466552734
tfidf_black,4.839141845703125
tfidf_century,4.8358473777771
tfidf_decision,4.831779956817627
tfidf_man,4.8273725509643555
tfidf_shows,4.82505989074707
tfidf_gang,4.79124641418457
cast_Crista Flanagan,4.7891106605529785
company_LUV Films,4.786772727966309
tfidf_produced,4.763596534729004
tfidf_pregnant,4.73854398727417
cast_Genevieve Goulet,4.706882476806641
tfidf_features,4.701831340789795
cast_Joanna Marie,4.699422359466553
lang_pt,4.695957660675049
tfidf_energy,4.695167541503906
tfidf_joins,4.689783096313477
tfidf_priest,4.681486129760742
tfidf_ladies,4.679474830627441
tfidf_human,4.6643385887146
tfidf_japan,4.659862518310547
tfidf_challenges,4.659782409667969
tfidf_attack,4.653273582458496
tfidf_film,4.650339126586914
genre_Action,4.644376277923584
cast_Никита Зверев,4.642711639404297
cast_Paige Wooding,4.635074615478516
tfidf_korean,4.615432262420654
tfidf_discover,4.614957332611084
tfidf_market,4.600219249725342
cast_Greg Ellis,4.5968523025512695
cast_Alisha Inacio Maher,4.585468769073486
tfidf_ball,4.576231002807617
company_Franchise Pictures,4.564713478088379
tfidf_important,4.547035217285156
company_Goldwyn,4.542464733123779
tfidf_india,4.537753105163574
tfidf_involved,4.53523063659668
tfidf_troubles,4.532829284667969
tfidf_solve,4.513686180114746
tfidf_affair,4.509329795837402
cast_Santana Garrett,4.509096622467041
tfidf_moscow,4.490038871765137
tfidf_opera,4.486220359802246
company_CineGenie MPC,4.468583583831787
cast_John Travolta,4.467167377471924
tfidf_bloodthirsty,4.408740043640137
tfidf_evil,4.402672290802002
company_Fish Eye Network,4.397935390472412
tfidf_late,4.395299434661865
cast_Mariano Rigillo,4.388696193695068
tfidf_little,4.368497371673584
tfidf_rival,4.353762149810791
cast_V. Suresh Thampanoor,4.319324016571045
cast_Johnny Arthur,4.305466651916504
cast_Kimberly Ann Frankele,4.294029712677002
tfidf_flees,4.276882171630859
tfidf_release,4.263106822967529
tfidf_missing,4.253513336181641
tfidf_enemy,4.24707555770874
tfidf_greedy,4.243698596954346
tfidf_driven,4.242183685302734
tfidf_rabbit,4.238605499267578
tfidf_favorite,4.231911659240723
tfidf_2007,4.224106788635254
tfidf_raised,4.219607353210449
tfidf_harry,4.214328289031982
company_Momentum Pictures,4.2086405754089355
tfidf_super,4.199273109436035
company_Camfam Studios,4.188811779022217
tfidf_games,4.188726425170898
tfidf_date,4.1818132400512695
cast_Bess Flowers,4.1808857917785645
tfidf_told,4.178384304046631
tfidf_funny,4.172281265258789
cast_Gonzalo Bendala,4.166130065917969
cast_Fyodor Dobronravov,4.1566290855407715
cast_Vannarah Riggs,4.1522746086120605
tfidf_promotion,4.145092964172363
tfidf_people,4.133446216583252
cast_Kaori Yoneyama,4.131387233734131
tfidf_changed,4.106867790222168
tfidf_royal,4.104369640350342
lang_de,4.101571559906006
company_Series,4.098433017730713
tfidf_visit,4.091184616088867
tfidf_power,4.089284420013428
tfidf_race,4.08517599105835
company_Baraban Films,4.084471225738525
tfidf_wants,4.082935810089111
tfidf_dead,4.081958293914795
tfidf_bit,4.079841613769531
tfidf_says,4.065008640289307
tfidf_fans,4.036706447601318
lang_ta,4.032238006591797
company_Les Films Christian Fechner,4.029310703277588
tfidf_suicide,4.018118381500244
company_Fiction Cinematografica S.p.a.,4.0130767822265625
tfidf_hold,4.005058765411377
company_Revolution Studios,4.001254558563232
tfidf_later,4.000528812408447
tfidf_serial,3.99969744682312
tfidf_routine,3.9989571571350098
cast_Anne Chazel,3.988948106765747
tfidf_prepare,3.9874789714813232
cast_Andrew Pulido,3.984156370162964
tfidf_hop,3.9839649200439453
cast_Ezio Greggio,3.9800548553466797
company_ Fernsehen aus Hannover,3.970012664794922
company_7th Sky Entertainment,3.968414306640625
tfidf_14,3.9643800258636475
cast_Bert Stevens,3.9632482528686523
tfidf_rob,3.95350980758667
tfidf_edition,3.9397363662719727
tfidf_sister,3.9356889724731445
company_Sohail Khan Production,3.933279037475586
tfidf_depression,3.932809591293335
cast_Michelle Lang,3.916356086730957
tfidf_befriends,3.897623062133789
tfidf_gruesome,3.8965485095977783
tfidf_leigh,3.888023853302002
cast_Miglen Mirtchev,3.885683298110962
cast_Suraj Venjaramoodu,3.866132974624634
cast_Zachary Gordon,3.8552169799804688
tfidf_romantic,3.851308822631836
tfidf_break,3.8498904705047607
cast_Ken Jeong,3.8370606899261475
tfidf_convinced,3.8026959896087646
tfidf_greek,3.793506622314453
tfidf_worse,3.7841310501098633
lang_fa,3.7809808254241943
tfidf_short,3.780381441116333
cast_Otto Hoffman,3.776925563812256
cast_Gustavo Vargas,3.7763490676879883
company_Premise Media Corporation,3.7660553455352783
tfidf_written,3.7659072875976562
tfidf_arrogant,3.75783109664917
tfidf_death,3.744385004043579
tfidf_murders,3.738692283630371
tfidf_murder,3.7350945472717285
tfidf_passengers,3.721489191055298
tfidf_mind,3.7084217071533203
tfidf_soon,3.7020976543426514
tfidf_goes,3.6628520488739014
tfidf_depressed,3.649109363555908
tfidf_daughter,3.640956163406372
tfidf_years,3.6365766525268555
company_Wralkat Studios,3.6356184482574463
tfidf_near,3.629619836807251
tfidf_villainous,3.626742362976074
tfidf_left,3.624213695526123
tfidf_happened,3.6219985485076904
tfidf_sex,3.614677906036377
tfidf_bizarre,3.612584352493286
company_Mondo Home Entertainment,3.612309217453003
cast_Max Barsky,3.5992190837860107
tfidf_able,3.5984644889831543
lang_hu,3.5971148014068604
company_Overbrook Entertainment,3.5961709022521973
tfidf_legend,3.5952816009521484
tfidf_2016,3.5897510051727295
tfidf_friends,3.58416485786438
tfidf_lisa,3.5836422443389893
tfidf_poor,3.5831475257873535
cast_John Kassir,3.5820064544677734
company_Bannon Films,3.5778098106384277
tfidf_apart,3.576155662536621
cast_Hiroyo Matsumoto,3.5693624019622803
tfidf_thriller,3.5656685829162598
tfidf_hero,3.5512311458587646
tfidf_organization,3.5509796142578125
company_SCOPE Pictures,3.545117139816284
tfidf_ruin,3.5366244316101074
tfidf_fund,3.5350699424743652
cast_Cecilia Parker,3.529282331466675
tfidf_widow,3.525135040283203
tfidf_night,3.5246355533599854
company_Swiss Entertainment,3.523843765258789
tfidf_furious,3.5213136672973633
tfidf_celebrity,3.5169525146484375
tfidf_james,3.511263370513916
cast_Deonna Purrazzo,3.5094547271728516
cast_Arthur Lewis,3.5086498260498047
tfidf_wives,3.5085809230804443
tfidf_climb,3.5058326721191406
tfidf_cup,3.49794602394104
tfidf_ex,3.497060775756836
cast_Götz Otto,3.480731964111328
tfidf_series,3.474543333053589
cast_Alvarez,3.4703845977783203
tfidf_meet,3.4703285694122314
tfidf_unusual,3.4614126682281494
tfidf_pair,3.445448875427246
company_Chabo Films,3.4402365684509277
tfidf_uses,3.438791275024414
tfidf_travels,3.431661605834961
cast_Jenny Rose,3.4095771312713623
tfidf_history,3.3940508365631104
tfidf_inspirational,3.393209457397461
cast_William Powell,3.3827552795410156
cast_Carmen Electra,3.379260301589966
tfidf_monroe,3.379164457321167
tfidf_men,3.3716354370117188
tfidf_fast,3.3457555770874023
company_Mayer,3.3406801223754883
tfidf_destined,3.3392844200134277
tfidf_dr,3.330524444580078
tfidf_circus,3.33011531829834
tfidf_unable,3.327620267868042
company_United Artists,3.315971851348877
tfidf_hotel,3.3133902549743652
cast_Patrick Warburton,3.3090579509735107
lang_ar,3.3076491355895996
tfidf_drinking,3.3059277534484863
tfidf_leader,3.3025598526000977
tfidf_called,3.3022685050964355
tfidf_presents,3.299642562866211
cast_sung,3.299441337585449
company_Herold Productions,3.285612106323242
tfidf_villa,3.2830326557159424
tfidf_ordered,3.282498836517334
tfidf_follow,3.2784523963928223
cast_Samantha Cohen,3.2741432189941406
tfidf_telling,3.270989418029785
tfidf_emerges,3.264371156692505
cast_Ashley Urbanski,3.264035940170288
popularity,3.263418674468994
tfidf_earth,3.257195472717285
tfidf_west,3.2562732696533203
tfidf_terrible,3.2546210289001465
cast_Sergio Solli,3.254042625427246
tfidf_hidden,3.250977039337158
cast_Ajay Devgn,3.2446177005767822
cast_Ryan Garner,3.240468978881836
cast_JJ Neward,3.2367725372314453
cast_Alexandra Barrulas,3.234086036682129
cast_Katrina Kaif,3.2235655784606934
cast_Vishal Malhotra,3.2230935096740723
tfidf_airport,3.2217752933502197
company_Fairway International Pictures,3.2049691677093506
tfidf_sweet,3.2016143798828125
tfidf_present,3.1947994232177734
company_Vertigo Films,3.17742919921875
tfidf_living,3.168654441833496
company_Central Partnership,3.1681320667266846
cast_Sylvie Testud,3.165799379348755
tfidf_competing,3.164166212081909
tfidf_entangled,3.161724090576172
tfidf_police,3.155308246612549
company_MTV Films,3.150167465209961
cast_Josiane Balasko,3.1499950885772705
cast_Ron Perlman,3.1498870849609375
company_Foul Play Films,3.1434831619262695
tfidf_guy,3.1426193714141846
tfidf_secrets,3.1388702392578125
cast_Gene Lockhart,3.138207197189331
tfidf_lufisto,3.129672050476074
tfidf_european,3.1254429817199707
tfidf_stop,3.124321460723877
tfidf_expert,3.1177330017089844
tfidf_beautiful,3.114954710006714
tfidf_powerful,3.1068344116210938
cast_Carmen Ruiz,3.105607032775879
tfidf_rich,3.1034226417541504
tfidf_house,3.1032330989837646
cast_Sunil Sukhada,3.10195255279541
cast_Chunky Pandey,3.097932815551758
tfidf_club,3.0971336364746094
company_Films,3.093003034591675
cast_Nydia Westman,3.0909178256988525
tfidf_sorority,3.090468406677246
tfidf_obstacles,3.089174509048462
cast_Olsen,3.084853172302246
cast_Adile Naşit,3.0799858570098877
tfidf_issues,3.077293872833252
budget,3.0739645957946777
tfidf_interested,3.0706562995910645
tfidf_wicked,3.0607173442840576
tfidf_place,3.058838129043579
tfidf_shark,3.053905963897705
tfidf_naked,3.053184986114502
tfidf_mother,3.051807165145874
tfidf_broke,3.0505459308624268
cast_Miley Cyrus,3.038633346557617
tfidf_italian,3.032053232192993
cast_Ornella Muti,3.0309276580810547
company_Film Workshop,3.0305633544921875
cast_Don Lake,3.02885365486145
cast_M. Dicky Firmansyah,3.0254650115966797
tfidf_texas,3.0244271755218506
tfidf_working,3.024362802505493
tfidf_come,3.0240659713745117
company_Big Screen Productions,3.023803949356079
cast_Tim Roth,3.0204739570617676
tfidf_orleans,3.0200419425964355
company_DC Entertainment,3.0176243782043457
tfidf_industrial,3.017062187194824
cast_James Gleason,3.0154664516448975
tfidf_insurance,3.0135059356689453
company_Dead Alive Productions,3.0117104053497314
cast_Antonio Banderas,3.0082578659057617
tfidf_plan,3.008042097091675
tfidf_parents,3.005852460861206
tfidf_seduce,3.0037262439727783
cast_Jason Schwartzman,3.003383159637451
tfidf_hide,3.001605987548828
tfidf_successful,3.001477003097534
tfidf_officials,3.000377655029297
cast_Jeffrey Sayre,2.9974732398986816
cast_Gérard Depardieu,2.994489908218384
cast_Robert Pattinson,2.9901442527770996
tfidf_hand,2.9874305725097656
tfidf_specialist,2.986280918121338
tfidf_solo,2.979792594909668
cast_Adam Hicks,2.979093551635742
cast_Kristen Wiig,2.978382110595703
tfidf_muslim,2.9706716537475586
tfidf_spring,2.970050096511841
tfidf_lowly,2.9646358489990234
tfidf_success,2.9645450115203857
company_Funky Monkey Productions,2.963491439819336
cast_Ben Stein,2.9629764556884766
tfidf_past,2.962336540222168
tfidf_despite,2.9446630477905273
tfidf_terry,2.941751480102539
cast_Lance E. Nichols,2.934739828109741
tfidf_atlantic,2.9278385639190674
tfidf_inspired,2.9277143478393555
tfidf_khan,2.9250192642211914
cast_Gosha Kutsenko,2.924179792404175
tfidf_crash,2.921782970428467
company_Globo Filmes,2.910294532775879
tfidf_came,2.9054391384124756
cast_Sathyan Sivakumar,2.904184341430664
tfidf_cinematic,2.903806686401367
tfidf_merciless,2.903017520904541
genre_Comedy,2.9023025035858154
tfidf_lot,2.899290084838867
tfidf_rape,2.8985612392425537
cast_Hill Harper,2.8977043628692627
cast_Donnie Yen,2.896895408630371
